combination_index,q01,q02,q03,q04,q05,q06,q07,q08,q09,q10,q11,q12,q13,q14,q15,answer_signature,selected_option_ids,top_idol_id,top_idol_name,score,confidence,matched_tags,top_user_tags
80760068,A,B,A,D,B,A,A,B,A,D,B,A,A,B,A,ABADBAABADBAABA,visual-01-a|visual-03-b|stage-a|stage-03-d|works-01-b|works-03-a|personality-01-a|personality-03-b|companionship-01-a|companionship-03-d|contrast-01-b|contrast-04-a|spend-01-a|interaction-01-b|interaction-05-a,刘耀文,刘耀文,70,56,热血|养成系|舞台型,舞台型|热血|清冷|温柔|陪伴型|反差型|实力派|创作型
81022276,A,B,A,D,B,B,A,B,A,D,B,B,A,B,A,ABADBBABADBBABA,visual-01-a|visual-03-b|stage-a|stage-03-d|works-01-b|works-03-b|personality-01-a|personality-03-b|companionship-01-a|companionship-03-d|contrast-01-b|contrast-04-b|spend-01-a|interaction-01-b|interaction-05-a,刘耀文,刘耀文,73,58,热血|养成系|舞台型,热血|舞台型|温柔|陪伴型|清冷|实力派|创作型|线下应援型
81284484,A,B,A,D,B,C,A,B,A,D,B,C,A,B,A,ABADBCABADBCABA,visual-01-a|visual-03-b|stage-a|stage-03-d|works-01-b|works-03-c|personality-01-a|personality-03-b|companionship-01-a|companionship-03-d|contrast-01-b|contrast-04-c|spend-01-a|interaction-01-b|interaction-05-a,刘耀文,刘耀文,68,55,热血|养成系|舞台型,热血|舞台型|温柔|清冷|创作型|陪伴型|搞笑|实力派
81546692,A,B,A,D,B,D,A,B,A,D,B,D,A,B,A,ABADBDABADBDABA,visual-01-a|visual-03-b|stage-a|stage-03-d|works-01-b|works-03-d|personality-01-a|personality-03-b|companionship-01-a|companionship-03-d|contrast-01-b|contrast-04-d|spend-01-a|interaction-01-b|interaction-05-a,刘耀文,刘耀文,76,60,热血|养成系|舞台型,热血|舞台型|温柔|陪伴型|养成系|清冷|综艺型|搞笑
81808900,A,B,A,D,C,A,A,B,A,D,C,A,A,B,A,ABADCAABADCAABA,visual-01-a|visual-03-b|stage-a|stage-03-d|works-01-c|works-03-a|personality-01-a|personality-03-b|companionship-01-a|companionship-03-d|contrast-01-c|contrast-04-a|spend-01-a|interaction-01-b|interaction-05-a,刘耀文,刘耀文,70,56,热血|养成系|舞台型,舞台型|热血|搞笑|温柔|陪伴型|反差型|清冷|综艺型
82071108,A,B,A,D,C,B,A,B,A,D,C,B,A,B,A,ABADCBABADCBABA,visual-01-a|visual-03-b|stage-a|stage-03-d|works-01-c|works-03-b|personality-01-a|personality-03-b|companionship-01-a|companionship-03-d|contrast-01-c|contrast-04-b|spend-01-a|interaction-01-b|interaction-05-a,刘耀文,刘耀文,73,58,热血|养成系|舞台型,热血|舞台型|搞笑|温柔|陪伴型|综艺型|演员型|线下应援型
82333316,A,B,A,D,C,C,A,B,A,D,C,C,A,B,A,ABADCCABADCCABA,visual-01-a|visual-03-b|stage-a|stage-03-d|works-01-c|works-03-c|personality-01-a|personality-03-b|companionship-01-a|companionship-03-d|contrast-01-c|contrast-04-c|spend-01-a|interaction-01-b|interaction-05-a,beomgyu-崔杋圭,Beomgyu 崔杋圭,74,61,搞笑|养成系|舞台型|综艺型,热血|舞台型|搞笑|综艺型|温柔|陪伴型|清冷|线下应援型
82595524,A,B,A,D,C,D,A,B,A,D,C,D,A,B,A,ABADCDABADCDABA,visual-01-a|visual-03-b|stage-a|stage-03-d|works-01-c|works-03-d|personality-01-a|personality-03-b|companionship-01-a|companionship-03-d|contrast-01-c|contrast-04-d|spend-01-a|interaction-01-b|interaction-05-a,beomgyu-崔杋圭,Beomgyu 崔杋圭,76,63,搞笑|养成系|舞台型|综艺型,热血|舞台型|搞笑|综艺型|温柔|陪伴型|养成系|线下应援型
82857732,A,B,A,D,D,A,A,B,A,D,D,A,A,B,A,ABADDAABADDAABA,visual-01-a|visual-03-b|stage-a|stage-03-d|works-01-d|works-03-a|personality-01-a|personality-03-b|companionship-01-a|companionship-03-d|contrast-01-d|contrast-04-a|spend-01-a|interaction-01-b|interaction-05-a,刘耀文,刘耀文,80,63,热血|养成系|舞台型,舞台型|热血|养成系|温柔|陪伴型|反差型|清冷|实力派
83119940,A,B,A,D,D,B,A,B,A,D,D,B,A,B,A,ABADDBABADDBABA,visual-01-a|visual-03-b|stage-a|stage-03-d|works-01-d|works-03-b|personality-01-a|personality-03-b|companionship-01-a|companionship-03-d|contrast-01-d|contrast-04-b|spend-01-a|interaction-01-b|interaction-05-a,刘耀文,刘耀文,82,65,热血|养成系|舞台型,热血|舞台型|养成系|温柔|陪伴型|实力派|线下应援型|清冷
83382148,A,B,A,D,D,C,A,B,A,D,D,C,A,B,A,ABADDCABADDCABA,visual-01-a|visual-03-b|stage-a|stage-03-d|works-01-d|works-03-c|personality-01-a|personality-03-b|companionship-01-a|companionship-03-d|contrast-01-d|contrast-04-c|spend-01-a|interaction-01-b|interaction-05-a,刘耀文,刘耀文,79,63,热血|养成系|舞台型,舞台型|热血|养成系|温柔|陪伴型|搞笑|清冷|综艺型
83644356,A,B,A,D,D,D,A,B,A,D,D,D,A,B,A,ABADDDABADDDABA,visual-01-a|visual-03-b|stage-a|stage-03-d|works-01-d|works-03-d|personality-01-a|personality-03-b|companionship-01-a|companionship-03-d|contrast-01-d|contrast-04-d|spend-01-a|interaction-01-b|interaction-05-a,刘耀文,刘耀文,84,66,热血|养成系|舞台型,热血|舞台型|养成系|温柔|陪伴型|综艺型|搞笑|实力派
83906564,A,B,B,A,A,A,A,B,B,A,A,A,A,B,A,ABBAAAABBAAAABA,visual-01-a|visual-03-b|stage-01-b|stage-03-a|works-01-a|works-03-a|personality-01-a|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-a|contrast-04-a|spend-01-a|interaction-01-b|interaction-05-a,严浩翔,严浩翔,73,61,实力派|养成系|舞台型|反差型,舞台型|热血|温柔|反差型|实力派|清冷|陪伴型|养成系
84168772,A,B,B,A,A,B,A,B,B,A,A,B,A,B,A,ABBAABABBAABABA,visual-01-a|visual-03-b|stage-01-b|stage-03-a|works-01-a|works-03-b|personality-01-a|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-a|contrast-04-b|spend-01-a|interaction-01-b|interaction-05-a,刘耀文,刘耀文,73,58,热血|养成系|舞台型,舞台型|热血|温柔|演员型|实力派|陪伴型|养成系|作品型
84430980,A,B,B,A,A,C,A,B,B,A,A,C,A,B,A,ABBAACABBAACABA,visual-01-a|visual-03-b|stage-01-b|stage-03-a|works-01-a|works-03-c|personality-01-a|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-a|contrast-04-c|spend-01-a|interaction-01-b|interaction-05-a,刘耀文,刘耀文,70,56,热血|养成系|舞台型,舞台型|热血|温柔|实力派|陪伴型|养成系|清冷|演员型
84693188,A,B,B,A,A,D,A,B,B,A,A,D,A,B,A,ABBAADABBAADABA,visual-01-a|visual-03-b|stage-01-b|stage-03-a|works-01-a|works-03-d|personality-01-a|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-a|contrast-04-d|spend-01-a|interaction-01-b|interaction-05-a,刘耀文,刘耀文,77,61,热血|养成系|舞台型,热血|舞台型|温柔|养成系|实力派|陪伴型|演员型|反差型
84955396,A,B,B,A,B,A,A,B,B,A,B,A,A,B,A,ABBABAABBABAABA,visual-01-a|visual-03-b|stage-01-b|stage-03-a|works-01-b|works-03-a|personality-01-a|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-b|contrast-04-a|spend-01-a|interaction-01-b|interaction-05-a,严浩翔,严浩翔,72,60,实力派|养成系|舞台型|反差型,舞台型|温柔|热血|实力派|清冷|反差型|陪伴型|养成系
85217605,A,B,B,A,B,B,A,B,B,A,B,B,A,B,B,ABBABBABBABBABB,visual-01-a|visual-03-b|stage-01-b|stage-03-a|works-01-b|works-03-b|personality-01-a|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-b|contrast-04-b|spend-01-a|interaction-01-b|interaction-05-b,张婧仪,张婧仪,69,60,热血|温柔|养成系|演员型|高级感,热血|温柔|舞台型|实力派|清冷|作品型|陪伴型|养成系
85479813,A,B,B,A,B,C,A,B,B,A,B,C,A,B,B,ABBABCABBABCABB,visual-01-a|visual-03-b|stage-01-b|stage-03-a|works-01-b|works-03-c|personality-01-a|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-b|contrast-04-c|spend-01-a|interaction-01-b|interaction-05-b,张真源,张真源,71,57,温柔|实力派|养成系,温柔|实力派|热血|清冷|舞台型|创作型|陪伴型|养成系
85742021,A,B,B,A,B,D,A,B,B,A,B,D,A,B,B,ABBABDABBABDABB,visual-01-a|visual-03-b|stage-01-b|stage-03-a|works-01-b|works-03-d|personality-01-a|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-b|contrast-04-d|spend-01-a|interaction-01-b|interaction-05-b,张真源,张真源,75,60,温柔|实力派|养成系,温柔|热血|实力派|养成系|舞台型|清冷|陪伴型|创作型
86004229,A,B,B,A,C,A,A,B,B,A,C,A,A,B,B,ABBACAABBACAABB,visual-01-a|visual-03-b|stage-01-b|stage-03-a|works-01-c|works-03-a|personality-01-a|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-c|contrast-04-a|spend-01-a|interaction-01-b|interaction-05-b,严浩翔,严浩翔,70,59,实力派|养成系|舞台型|反差型,舞台型|温柔|热血|实力派|反差型|清冷|陪伴型|养成系
86266437,A,B,B,A,C,B,A,B,B,A,C,B,A,B,B,ABBACBABBACBABB,visual-01-a|visual-03-b|stage-01-b|stage-03-a|works-01-c|works-03-b|personality-01-a|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-c|contrast-04-b|spend-01-a|interaction-01-b|interaction-05-b,张婧仪,张婧仪,72,62,热血|温柔|养成系|演员型|高级感,热血|舞台型|温柔|实力派|演员型|作品型|陪伴型|养成系
86528645,A,B,B,A,C,C,A,B,B,A,C,C,A,B,B,ABBACCABBACCABB,visual-01-a|visual-03-b|stage-01-b|stage-03-a|works-01-c|works-03-c|personality-01-a|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-c|contrast-04-c|spend-01-a|interaction-01-b|interaction-05-b,jin-金硕珍,Jin 金硕珍,73,61,温柔|搞笑|实力派|综艺型,温柔|热血|搞笑|舞台型|实力派|综艺型|陪伴型|养成系
86790853,A,B,B,A,C,D,A,B,B,A,C,D,A,B,B,ABBACDABBACDABB,visual-01-a|visual-03-b|stage-01-b|stage-03-a|works-01-c|works-03-d|personality-01-a|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-c|contrast-04-d|spend-01-a|interaction-01-b|interaction-05-b,范丞丞,范丞丞,71,62,热血|搞笑|养成系|演员型|综艺型,热血|温柔|养成系|舞台型|搞笑|实力派|综艺型|陪伴型
87053061,A,B,B,A,D,A,A,B,B,A,D,A,A,B,B,ABBADAABBADAABB,visual-01-a|visual-03-b|stage-01-b|stage-03-a|works-01-d|works-03-a|personality-01-a|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-d|contrast-04-a|spend-01-a|interaction-01-b|interaction-05-b,严浩翔,严浩翔,77,64,实力派|养成系|舞台型|反差型,舞台型|热血|温柔|养成系|实力派|反差型|清冷|陪伴型
87315269,A,B,B,A,D,B,A,B,B,A,D,B,A,B,B,ABBADBABBADBABB,visual-01-a|visual-03-b|stage-01-b|stage-03-a|works-01-d|works-03-b|personality-01-a|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-d|contrast-04-b|spend-01-a|interaction-01-b|interaction-05-b,刘耀文,刘耀文,78,62,热血|养成系|舞台型,热血|舞台型|温柔|养成系|实力派|作品型|陪伴型|演员型
87577477,A,B,B,A,D,C,A,B,B,A,D,C,A,B,B,ABBADCABBADCABB,visual-01-a|visual-03-b|stage-01-b|stage-03-a|works-01-d|works-03-c|personality-01-a|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-d|contrast-04-c|spend-01-a|interaction-01-b|interaction-05-b,刘耀文,刘耀文,75,60,热血|养成系|舞台型,舞台型|热血|温柔|养成系|实力派|陪伴型|清冷|线下应援型
87839685,A,B,B,A,D,D,A,B,B,A,D,D,A,B,B,ABBADDABBADDABB,visual-01-a|visual-03-b|stage-01-b|stage-03-a|works-01-d|works-03-d|personality-01-a|personality-03-b|companionship-01-b|companionship-03-a|contrast-01-d|contrast-04-d|spend-01-a|interaction-01-b|interaction-05-b,刘耀文,刘耀文,81,64,热血|养成系|舞台型,养成系|热血|舞台型|温柔|实力派|陪伴型|线下应援型|清冷
88101893,A,B,B,B,A,A,A,B,B,B,A,A,A,B,B,ABBBAAABBBAAABB,visual-01-a|visual-03-b|stage-01-b|stage-03-b|works-01-a|works-03-a|personality-01-a|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-a|contrast-04-a|spend-01-a|interaction-01-b|interaction-05-b,刘耀文,刘耀文,72,58,热血|养成系|舞台型,舞台型|热血|演员型|反差型|温柔|清冷|作品型|养成系
88364101,A,B,B,B,A,B,A,B,B,B,A,B,A,B,B,ABBBABABBBABABB,visual-01-a|visual-03-b|stage-01-b|stage-03-b|works-01-a|works-03-b|personality-01-a|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-a|contrast-04-b|spend-01-a|interaction-01-b|interaction-05-b,张婧仪,张婧仪,76,65,热血|温柔|养成系|演员型|高级感,热血|舞台型|演员型|作品型|温柔|养成系|反差型|线下应援型
88626309,A,B,B,B,A,C,A,B,B,B,A,C,A,B,B,ABBBACABBBACABB,visual-01-a|visual-03-b|stage-01-b|stage-03-b|works-01-a|works-03-c|personality-01-a|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-a|contrast-04-c|spend-01-a|interaction-01-b|interaction-05-b,张婧仪,张婧仪,75,65,热血|温柔|养成系|演员型|高级感,热血|舞台型|演员型|温柔|作品型|养成系|清冷|反差型
88888517,A,B,B,B,A,D,A,B,B,B,A,D,A,B,B,ABBBADABBBADABB,visual-01-a|visual-03-b|stage-01-b|stage-03-b|works-01-a|works-03-d|personality-01-a|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-a|contrast-04-d|spend-01-a|interaction-01-b|interaction-05-b,刘耀文,刘耀文,79,63,热血|养成系|舞台型,热血|舞台型|养成系|演员型|温柔|作品型|反差型|线下应援型
89150725,A,B,B,B,B,A,A,B,B,B,B,A,A,B,B,ABBBBAABBBBAABB,visual-01-a|visual-03-b|stage-01-b|stage-03-b|works-01-b|works-03-a|personality-01-a|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-b|contrast-04-a|spend-01-a|interaction-01-b|interaction-05-b,刘耀文,刘耀文,72,58,热血|养成系|舞台型,舞台型|热血|清冷|温柔|反差型|实力派|养成系|演员型
89412933,A,B,B,B,B,B,A,B,B,B,B,B,A,B,B,ABBBBBABBBBBABB,visual-01-a|visual-03-b|stage-01-b|stage-03-b|works-01-b|works-03-b|personality-01-a|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-b|contrast-04-b|spend-01-a|interaction-01-b|interaction-05-b,刘耀文,刘耀文,74,59,热血|养成系|舞台型,热血|舞台型|温柔|演员型|清冷|实力派|作品型|养成系
89675141,A,B,B,B,B,C,A,B,B,B,B,C,A,B,B,ABBBBCABBBBCABB,visual-01-a|visual-03-b|stage-01-b|stage-03-b|works-01-b|works-03-c|personality-01-a|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-b|contrast-04-c|spend-01-a|interaction-01-b|interaction-05-b,刘耀文,刘耀文,70,56,热血|养成系|舞台型,热血|舞台型|温柔|清冷|创作型|实力派|养成系|演员型
89937349,A,B,B,B,B,D,A,B,B,B,B,D,A,B,B,ABBBBDABBBBDABB,visual-01-a|visual-03-b|stage-01-b|stage-03-b|works-01-b|works-03-d|personality-01-a|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-b|contrast-04-d|spend-01-a|interaction-01-b|interaction-05-b,刘耀文,刘耀文,79,63,热血|养成系|舞台型,热血|舞台型|养成系|温柔|清冷|实力派|演员型|创作型
90199557,A,B,B,B,C,A,A,B,B,B,C,A,A,B,B,ABBBCAABBBCAABB,visual-01-a|visual-03-b|stage-01-b|stage-03-b|works-01-c|works-03-a|personality-01-a|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-c|contrast-04-a|spend-01-a|interaction-01-b|interaction-05-b,刘耀文,刘耀文,74,59,热血|养成系|舞台型,舞台型|热血|温柔|反差型|清冷|演员型|养成系|搞笑
90461765,A,B,B,B,C,B,A,B,B,B,C,B,A,B,B,ABBBCBABBBCBABB,visual-01-a|visual-03-b|stage-01-b|stage-03-b|works-01-c|works-03-b|personality-01-a|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-c|contrast-04-b|spend-01-a|interaction-01-b|interaction-05-b,刘耀文,刘耀文,75,60,热血|养成系|舞台型,热血|舞台型|演员型|温柔|作品型|养成系|搞笑|线下应援型
90723973,A,B,B,B,C,C,A,B,B,B,C,C,A,B,B,ABBBCCABBBCCABB,visual-01-a|visual-03-b|stage-01-b|stage-03-b|works-01-c|works-03-c|personality-01-a|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-c|contrast-04-c|spend-01-a|interaction-01-b|interaction-05-b,范丞丞,范丞丞,77,66,热血|搞笑|养成系|演员型|综艺型,热血|舞台型|搞笑|温柔|演员型|综艺型|养成系|清冷
90986181,A,B,B,B,C,D,A,B,B,B,C,D,A,B,B,ABBBCDABBBCDABB,visual-01-a|visual-03-b|stage-01-b|stage-03-b|works-01-c|works-03-d|personality-01-a|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-c|contrast-04-d|spend-01-a|interaction-01-b|interaction-05-b,范丞丞,范丞丞,79,67,热血|搞笑|养成系|演员型|综艺型,热血|舞台型|养成系|搞笑|温柔|综艺型|演员型|线下应援型
91248389,A,B,B,B,D,A,A,B,B,B,D,A,A,B,B,ABBBDAABBBDAABB,visual-01-a|visual-03-b|stage-01-b|stage-03-b|works-01-d|works-03-a|personality-01-a|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-d|contrast-04-a|spend-01-a|interaction-01-b|interaction-05-b,刘耀文,刘耀文,83,65,热血|养成系|舞台型,舞台型|热血|养成系|温柔|反差型|清冷|实力派|演员型
91510597,A,B,B,B,D,B,A,B,B,B,D,B,A,B,B,ABBBDBABBBDBABB,visual-01-a|visual-03-b|stage-01-b|stage-03-b|works-01-d|works-03-b|personality-01-a|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-d|contrast-04-b|spend-01-a|interaction-01-b|interaction-05-b,刘耀文,刘耀文,83,65,热血|养成系|舞台型,热血|舞台型|养成系|演员型|温柔|作品型|实力派|线下应援型
91772805,A,B,B,B,D,C,A,B,B,B,D,C,A,B,B,ABBBDCABBBDCABB,visual-01-a|visual-03-b|stage-01-b|stage-03-b|works-01-d|works-03-c|personality-01-a|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-d|contrast-04-c|spend-01-a|interaction-01-b|interaction-05-b,刘耀文,刘耀文,83,65,热血|养成系|舞台型,热血|舞台型|养成系|温柔|清冷|实力派|演员型|线下应援型
92035013,A,B,B,B,D,D,A,B,B,B,D,D,A,B,B,ABBBDDABBBDDABB,visual-01-a|visual-03-b|stage-01-b|stage-03-b|works-01-d|works-03-d|personality-01-a|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-d|contrast-04-d|spend-01-a|interaction-01-b|interaction-05-b,刘耀文,刘耀文,88,69,热血|养成系|舞台型,热血|养成系|舞台型|温柔|实力派|演员型|线下应援型|清冷
92297221,A,B,B,C,A,A,A,B,B,C,A,A,A,B,B,ABBCAAABBCAAABB,visual-01-a|visual-03-b|stage-01-b|stage-03-c|works-01-a|works-03-a|personality-01-a|personality-03-b|companionship-01-b|companionship-03-c|contrast-01-a|contrast-04-a|spend-01-a|interaction-01-b|interaction-05-b,张婧仪,张婧仪,73,63,热血|温柔|养成系|演员型|高级感,热血|舞台型|反差型|温柔|清冷|高级感|演员型|作品型
92559429,A,B,B,C,A,B,A,B,B,C,A,B,A,B,B,ABBCABABBCABABB,visual-01-a|visual-03-b|stage-01-b|stage-03-c|works-01-a|works-03-b|personality-01-a|personality-03-b|companionship-01-b|companionship-03-c|contrast-01-a|contrast-04-b|spend-01-a|interaction-01-b|interaction-05-b,张婧仪,张婧仪,79,67,热血|温柔|养成系|演员型|高级感,热血|演员型|作品型|舞台型|温柔|高级感|养成系|陪伴型
92821637,A,B,B,C,A,C,A,B,B,C,A,C,A,B,B,ABBCACABBCACABB,visual-01-a|visual-03-b|stage-01-b|stage-03-c|works-01-a|works-03-c|personality-01-a|personality-03-b|companionship-01-b|companionship-03-c|contrast-01-a|contrast-04-c|spend-01-a|interaction-01-b|interaction-05-b,张婧仪,张婧仪,75,65,热血|温柔|养成系|演员型|高级感,热血|温柔|高级感|搞笑|演员型|作品型|养成系|清冷
93083845,A,B,B,C,A,D,A,B,B,C,A,D,A,B,B,ABBCADABBCADABB,visual-01-a|visual-03-b|stage-01-b|stage-03-c|works-01-a|works-03-d|personality-01-a|personality-03-b|companionship-01-b|companionship-03-c|contrast-01-a|contrast-04-d|spend-01-a|interaction-01-b|interaction-05-b,张婧仪,张婧仪,79,67,热血|温柔|养成系|演员型|高级感,热血|养成系|温柔|高级感|演员型|作品型|舞台型|搞笑
93346053,A,B,B,C,B,A,A,B,B,C,B,A,A,B,B,ABBCBAABBCBAABB,visual-01-a|visual-03-b|stage-01-b|stage-03-c|works-01-b|works-03-a|personality-01-a|personality-03-b|companionship-01-b|companionship-03-c|contrast-01-b|contrast-04-a|spend-01-a|interaction-01-b|interaction-05-b,蔡徐坤,蔡徐坤,67,59,清冷|养成系|舞台型|演员型|高级感,清冷|热血|温柔|舞台型|反差型|高级感|实力派|养成系
93608261,A,B,B,C,B,B,A,B,B,C,B,B,A,B,B,ABBCBBABBCBBABB,visual-01-a|visual-03-b|stage-01-b|stage-03-c|works-01-b|works-03-b|personality-01-a|personality-03-b|companionship-01-b|companionship-03-c|contrast-01-b|contrast-04-b|spend-01-a|interaction-01-b|interaction-05-b,张婧仪,张婧仪,75,65,热血|温柔|养成系|演员型|高级感,热血|温柔|舞台型|清冷|高级感|实力派|作品型|养成系
93870469,A,B,B,C,B,C,A,B,B,C,B,C,A,B,B,ABBCBCABBCBCABB,visual-01-a|visual-03-b|stage-01-b|stage-03-c|works-01-b|works-03-c|personality-01-a|personality-03-b|companionship-01-b|companionship-03-c|contrast-01-b|contrast-04-c|spend-01-a|interaction-01-b|interaction-05-b,changbin-徐彰彬,Changbin 徐彰彬,69,60,热血|搞笑|实力派|反差型|创作型,热血|温柔|清冷|创作型|高级感|实力派|搞笑|养成系
